"Username";"Username"
"Password";"Password"
"Insert your Addthis account username";"Insert your Addthis account username"
"Insert your Addthis account password";"Insert your Addthis account password"
"Profile ID";"Profile ID"
"Domain";"Domain"
"Insert your domain";"Insert your domain"
"Period";"Period"
"Member Level Settings";"Member Level Settings"
"BLOG_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below."
"Allow Viewing of Blogs?";"Allow Viewing of Blogs?"
"Do you want to let members view blogs? If set to no, some other settings on this page may not apply.";"Do you want to let members view blogs? If set to no, some other settings on this page may not apply."
"Yes, allow viewing of all blogs, even private ones.";"Yes, allow viewing of all blogs, even private ones."
"Yes, allow viewing of blogs.";"Yes, allow viewing of blogs."
"No, do not allow blogs to be viewed.";"No, do not allow blogs to be viewed."
"Allow Creation of Blogs?";"Allow Creation of Blogs?"
"Do you want to let members create blogs? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view blogs, but only want certain levels to be able to create blogs.";"Do you want to let members create blogs? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view blogs, but only want certain levels to be able to create blogs."
"Yes, allow creation of blogs.";"Yes, allow creation of blogs."
"No, do not allow blogs to be created.";"No, do not allow blogs to be created."
"Allow Editing of Blogs?";"Allow Editing of Blogs?"
"Do you want to let members edit blogs? If set to no, some other settings on this page may not apply.";"Do you want to let members edit blogs? If set to no, some other settings on this page may not apply."
"Yes, allow members to edit all blogs.";"Yes, allow members to edit all blogs."
"Yes, allow members to edit their own blogs.";"Yes, allow members to edit their own blogs."
"No, do not allow members to edit their blogs.";"No, do not allow members to edit their blogs."
"Allow Deletion of Blogs?";"Allow Deletion of Blogs?"
"Do you want to let members delete blogs? If set to no, some other settings on this page may not apply.";"Do you want to let members delete blogs? If set to no, some other settings on this page may not apply."
"Yes, allow members to delete all blogs.";"Yes, allow members to delete all blogs."
"Yes, allow members to delete their own blogs.";"Yes, allow members to delete their own blogs."
"No, do not allow members to delete their blogs.";"No, do not allow members to delete their blogs."
"Allow Commenting on Blogs?";"Allow Commenting on Blogs?"
"Do you want to let members of this level comment on blogs?";"Do you want to let members of this level comment on blogs?"
"Yes, allow members to comment on all blogs, including private ones.";"Yes, allow members to comment on all blogs, including private ones."
"Yes, allow members to comment on blogs.";"Yes, allow members to comment on blogs."
"No, do not allow members to comment on blogs.";"No, do not allow members to comment on blogs."
"Blog Entry Privacy";"Blog Entry Privacy"
"Your members can choose from any of the options checked below when they decide who can see their blog entries. These options appear on your members' ""Add Entry"" and ""Edit Entry"" pages. If you do not check any options, everyone will be allowed to view blogs.";"Your members can choose from any of the options checked below when they decide who can see their blog entries. These options appear on your members' ""Add Entry"" and ""Edit Entry"" pages. If you do not check any options, everyone will be allowed to view blogs."
"Blog Comment Options";"Blog Comment Options"
"Your members can choose from any of the options checked below when they decide who can post comments on their entries. If you do not check any options, everyone will be allowed to post comments on entries.";"Your members can choose from any of the options checked below when they decide who can post comments on their entries. If you do not check any options, everyone will be allowed to post comments on entries."
"Allow Custom CSS Styles?";"Allow Custom CSS Styles?"
"If you enable this feature, your members will be able to customize the colors and fonts of their blogs by altering their CSS styles.";"If you enable this feature, your members will be able to customize the colors and fonts of their blogs by altering their CSS styles."
"Yes, enable custom CSS styles.";"Yes, enable custom CSS styles."
"No, disable custom CSS styles.";"No, disable custom CSS styles."
"HTML in Blog Entries?";"HTML in Blog Entries?"
"If you want to allow specific HTML tags, you can enter them below (separated by commas). Example: b, img, a, embed, font";"If you want to allow specific HTML tags, you can enter them below (separated by commas). Example: b, img, a, embed, font"
"strong, b, em, i, u, strike, sub, sup, p, div, pre, address, h1, h2, h3, h4, h5, h6, span, ol, li, ul, a, img, embed, br, hr";"strong, b, em, i, u, strike, sub, sup, p, div, pre, address, h1, h2, h3, h4, h5, h6, span, ol, li, ul, a, img, embed, br, hr"
"Maximum Allowed Blog Entries?";"Maximum Allowed Blog Entries?"
"Enter the maximum number of allowed blog entries. The field must contain an integer between 1 and 999, or 0 for unlimited.";"Enter the maximum number of allowed blog entries. The field must contain an integer between 1 and 999, or 0 for unlimited."
"You are already subscribed to this member's blog.";"You are already subscribed to this member's blog."
"Subscribe?";"Subscribe?"
"Would you like to subscribe to this member's blog?";"Would you like to subscribe to this member's blog?"
"Subscribe";"Subscribe"
"You are now subscribed to this member's blog.";"You are now subscribed to this member's blog."
"You are already not subscribed to this member's blog.";"You are already not subscribed to this member's blog."
"Unsubscribe?";"Unsubscribe?"
"Would you like to unsubscribe from this member's blog?";"Would you like to unsubscribe from this member's blog?"
"Unsubscribe";"Unsubscribe"
"You are no longer subscribed to this member's blog.";"You are no longer subscribed to this member's blog."
"Share";"Share"
"Edit This Entry";"Edit This Entry"
"View All Entries";"View All Entries"
"Report";"Report"
"Delete This Entry";"Delete This Entry"
"The category was deleted successfully.";"The category was deleted successfully."
"The category was added successfully.";"The category was added successfully."
"The category was modified successfully.";"The category was modified successfully."
"No identifier specified";"No identifier specified"
"Advanced Blogs Plugin";"Advanced Blogs Plugin"
"Delete Blog?";"Delete Blog?"
"Are you sure that you want to delete this blog entry? It will not be recoverable after being deleted.";"Are you sure that you want to delete this blog entry? It will not be recoverable after being deleted."
"Delete";"Delete"
"Delete the selected blog(s)?";"Delete the selected blog(s)?"
"Are you sure that you want to delete the %d blog(s)? It will not be recoverable after being deleted.";"Are you sure that you want to delete the %d blog(s)? It will not be recoverable after being deleted."
"Please select a blog to delete.";"Please select a blog to delete."
"Go Back";"Go Back"
"Member Level";"Member Level"
"Blog Entry Categories";"Blog Entry Categories"
"BLOG_VIEW_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their blog entries, create the categories below. This feature is useful if you want to list all your users' blog entries that If you have no categories, your users will not be given the option of assigning a blog category."
"Category Name";"Category Name"
"Owner";"Owner"
"Number of Times Used";"Number of Times Used"
"Options";"Options"
"edit";"edit"
"delete";"delete"
"There are currently no categories.";"There are currently no categories."
"Add New Category";"Add New Category"
"Add Category";"Add Category"
"Global Settings";"Global Settings"
"Entries Per Page";"Entries Per Page"
"How many blog entries will be shown per page? (Enter a number between 1 and 999)";"How many blog entries will be shown per page? (Enter a number between 1 and 999)"
"Edit Category";"Edit Category"
"Delete Blog Category?";"Delete Blog Category?"
"Are you sure that you want to delete this category? It will not be recoverable after being deleted.";"Are you sure that you want to delete this category? It will not be recoverable after being deleted."
"BLOG_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"This page lists all of the blog entries your users have posted. You can use this page to monitor these blogs and delete offensive material if necessary. Entering criteria into the filter fields will help you find specific blog entries. Leaving the filter fields blank will show all the blog entries on your social network."
"Featured";"Featured"
"Views";"Views"
"Date";"Date"
"Options";"Options"
"Delete Selected";"Delete Selected"
"There are no blog entries.";"There are no blog entries."
"view";"view"
"Blog Moderation";"Blog Moderation"
"If set up ""Yes"" admin must approve blogs before user can view it. Otherwise, the blogs are automatically approved.";"If set up ""Yes"" admin must approve blogs before user can view it. Otherwise, the blogs are automatically approved."
"Yes, allow blog moderation mode.";"Yes, allow blog moderation mode."
"No, not allow blog moderation mode.";"No, not allow blog moderation mode."
"Manage Blogs";"Manage Blogs"
"Search";"Search"
"Filter By";"Filter By"
"Approved";"Approved"
"Approve";"Approve"
"Yes";"Yes"
"No";"No"
"approve";"approve"
"unapprove";"unapprove"
"Approve Blog?";"Approve Blog?"
"Unapprove Blog?";"Unapprove Blog?"
"Are you sure that you want to approve this blog entry?";"Are you sure that you want to approve this blog entry?"
"Are you sure that you want to unapprove this blog entry?";"Are you sure that you want to unapprove this blog entry?"
"Unapprove";"Unapprove"
"Unapprove Selected";"Unapprove Selected"
"Approve Selected";"Approve Selected"
"Unapprove the selected blog(s)?";"Unapprove the selected blog(s)?"
"Are you sure that you want to unapprove %d blog(s)?";"Are you sure that you want to unapprove %d blog(s)?"
"Please select a blog to unaprrove.";"Please select a blog to unaprrove."
"Approve the selected blog(s)?";"Approve the selected blog(s)?"
"Are you sure that you want to approve %d blog(s)?";"Are you sure that you want to approve %d blog(s)?"
"Please select a blog to approve.";"Please select a blog to approve."
"All Blogs";"All Blogs"
"Only Featured Blogs";"Only Featured Blogs"
"Only Not Featured Blogs";"Only Not Featured Blogs"
"Only Approved Blogs";"Only Approved Blogs"
"Only Not Approved Blogs";"Only Not Approved Blogs"
"No one has not published any blog entries with that criteria.";"No one has not published any blog entries with that criteria."
"No one has written any blog entries yet.";"No one has written any blog entries yet."
"&#171; Previous";"&#171; Previous"
"Next &#187;";"Next &#187;"
"Blogs Search";"Blogs Search"
"View By Date";"View By Date"
"Tags";"Tags"
"Statistics";"Statistics"
"Active Bloggers";"Active Bloggers"
"Posted by %1$s";"Posted by %1$s"
"There are no top blogs.";"There are no top blogs."
"View more";"View more"
"Viral Lift";"Viral Lift"
"Shares";"Shares"
"Clicks";"Clicks"
"RSS Blogs";"RSS Blogs"
"There are no commented blogs.";"There are no commented blogs."
"There are no viewed blogs.";"There are no viewed blogs."
"There are no featured blogs yet.";"There are no featured blogs yet."
"member(s)";"member(s)"
"Filled in";"Filled in"
"Become Member";"Become Member"
"Members";"Members"
"Report";"Report"
"Human Verification";"Human Verification"
"Please type the characters you see in the image.";"Please type the characters you see in the image."
"ACTIVITY_TYPE_YNBLOG_SUBSCRIBED_NEW";"When someone that I subscribed create a new talk."
"Blog Captcha";"Blog Captcha"
"If set up ""Yes"" captcha will be added to create form to prevent spamming.";"If set up ""Yes"" captcha will be added to create form to prevent spamming."
"Yes, add Captcha when creating a blog.";"Yes, add Captcha when creating a blog."
"No, do not add Captcha when creating a blog.";"No, do not add Captcha when creating a blog."
"show";"show"
"hide";"hide"
"_ACTIVITY_ACTIONTYPE_COMMENT_YNBLOG";"When I comments on a talk."
"_ACTIVITY_ACTIONTYPE_LIKE_YNBLOG";"When I likes on a talk."
"_ACTIVITY_ACTIONTYPE_YNBLOG_NEW";"When I create a talk."
"_ACTIVITY_ACTIONTYPE_YNBLOG_IMPORT";"When I import talks"

"ITEM_TYPE_BLOG";"Blog Entry"
"View all";"View all"
"Sorry! Maximum number of allowed blogs is: %s blog(s)";"Sorry! Maximum number of allowed talks is: %s talk(s)"
"ADMIN_ACTIVITY_TYPE_COMMENT_YNBLOG";"When a user (subject) comments on another user's (object) talk entries."
"ADMIN_ACTIVITY_TYPE_LIKE_YNBLOG";"When a user (subject) likes another user's (object) talk entries."
"ADMIN_ACTIVITY_TYPE_YNBLOG_NEW";"When a user (subject) creates a new talk entry."

Import Blogs;"Import Blog"
BLOG_IMPORT_DESCRIPTION;"If you have posts in another system you can import those into this site."
System;"System"
Choose a system to import.;"Choose a system to import."
File XML;"File XML"
Choose a file XML to import.;"Choose a file XML to import."
